@relation 'pacmanwithfood-weka.filters.unsupervised.attribute.Remove-R1-2,11-18,33-34-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,22'

@attribute goWest {T,F}
@attribute goEast {T,F}
@attribute goNorth {T,F}
@attribute goSouth {T,F}
@attribute ghost1 {T,F}
@attribute ghost2 {T,F}
@attribute ghost3 {T,F}
@attribute ghost4 {T,F}
@attribute disttoghost1 {0,1,2,3}
@attribute disttoghost2 {0,1,2,3}
@attribute disttoghost3 {0,1,2,3}
@attribute disttoghost4 {0,1,2,3}
@attribute direction_ghost1 {West,Stop,East,North,South}
@attribute direction_ghost2 {West,Stop,East,North,South}
@attribute direction_ghost3 {West,Stop,East,North,South}
@attribute direction_ghost4 {West,Stop,East,North,South}
@attribute best_dir_to_g1 {West,East,North,South,None}
@attribute best_dir_to_g2 {West,East,North,South,None}
@attribute best_dir_to_g3 {West,East,North,South,None}
@attribute best_dir_to_g4 {West,East,North,South,None}
@attribute score numeric
@attribute direction {West,East,North,South}
@attribute score1 numeric

@data
T,T,T,T,T,T,F,T,2,1,3,0,North,South,Stop,East,West,North,None,North,185,North,184
T,T,T,T,T,T,F,T,2,0,3,1,North,South,Stop,East,West,North,None,North,184,North,183
T,T,F,T,T,T,F,T,2,0,3,1,East,East,Stop,West,West,West,None,West,183,West,182
T,T,F,T,T,T,F,T,2,0,3,1,North,North,Stop,East,West,West,None,West,182,West,181
T,T,F,T,T,T,F,T,2,0,3,1,South,South,Stop,East,South,West,None,West,181,West,180
T,T,F,F,T,T,F,T,2,0,3,1,North,South,Stop,East,East,West,None,West,180,West,179
T,T,F,F,T,T,F,T,2,0,3,1,West,East,Stop,East,West,West,None,West,179,West,178
T,T,F,F,T,T,F,T,2,0,3,1,West,East,Stop,East,West,West,None,West,178,West,177
T,T,F,F,T,T,F,T,2,0,3,1,South,East,Stop,East,West,West,None,West,177,West,176
T,T,F,T,T,T,F,T,2,0,3,1,East,West,Stop,West,West,South,None,South,176,South,175
T,F,T,T,T,T,F,T,2,0,3,1,West,West,Stop,East,North,South,None,South,175,South,374
T,T,T,F,T,F,F,T,1,2,3,0,North,Stop,Stop,East,North,None,None,East,374,East,373
T,T,F,F,T,F,F,T,1,2,3,0,North,Stop,Stop,West,West,None,None,East,373,East,572
T,T,F,F,T,F,F,F,0,1,2,3,East,Stop,Stop,Stop,West,None,None,None,572,West,571
T,T,F,F,T,F,F,F,0,1,2,3,East,Stop,Stop,Stop,West,None,None,None,571,West,570
T,T,T,F,T,F,F,F,0,1,2,3,South,Stop,Stop,Stop,North,None,None,None,570,North,569
T,F,T,T,T,F,F,F,0,1,2,3,South,Stop,Stop,Stop,North,None,None,None,569,North,568
T,T,F,T,T,F,F,F,0,1,2,3,East,Stop,Stop,Stop,West,None,None,None,568,West,567
T,T,F,T,T,F,F,F,0,1,2,3,South,Stop,Stop,Stop,West,None,None,None,567,West,566
T,T,F,T,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,West,None,None,None,566,West,565
T,T,F,F,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,West,None,None,None,565,West,564
T,T,F,F,T,F,F,F,0,1,2,3,South,Stop,Stop,Stop,West,None,None,None,564,West,563
T,T,F,F,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,West,None,None,None,563,West,562
T,T,F,F,T,F,F,F,0,1,2,3,South,Stop,Stop,Stop,West,None,None,None,562,West,561
T,T,F,T,T,F,F,F,0,1,2,3,South,Stop,Stop,Stop,South,None,None,None,561,South,560
T,F,T,T,T,F,F,F,0,1,2,3,East,Stop,Stop,Stop,South,None,None,None,560,South,559
T,F,T,T,T,F,F,F,0,1,2,3,South,Stop,Stop,Stop,South,None,None,None,559,South,558
T,F,T,T,T,F,F,F,0,1,2,3,South,Stop,Stop,Stop,South,None,None,None,558,South,557
T,T,T,T,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,East,None,None,None,557,East,556
T,T,F,T,T,F,F,F,0,1,2,3,East,Stop,Stop,Stop,South,None,None,None,556,South,555
T,T,T,T,T,F,F,F,0,1,2,3,West,Stop,Stop,Stop,South,None,None,None,555,South,554
T,T,T,T,T,F,F,F,0,1,2,3,South,Stop,Stop,Stop,South,None,None,None,554,South,553
T,F,T,T,T,F,F,F,0,1,2,3,East,Stop,Stop,Stop,South,None,None,None,553,South,552
T,T,T,T,T,F,F,F,0,1,2,3,West,Stop,Stop,Stop,East,None,None,None,552,East,551
T,T,F,T,T,T,T,T,1,0,2,3,North,North,West,North,East,East,East,East,-1,East,-2
T,T,F,T,T,T,T,T,2,0,1,3,East,North,West,North,East,East,East,East,-2,East,97
T,T,F,T,T,T,T,T,2,0,1,3,East,West,West,North,East,East,East,East,97,East,196
T,T,F,T,T,T,T,T,2,0,1,3,West,North,West,North,East,East,East,East,196,East,295
T,T,F,T,T,T,T,T,2,0,1,3,East,West,East,South,East,South,East,East,295,South,294
T,T,T,T,T,T,T,T,1,0,2,3,West,South,West,South,East,South,North,East,294,South,293
T,T,T,T,T,T,T,T,1,0,2,3,North,East,East,East,East,East,North,East,293,East,392
T,T,T,T,T,T,T,T,1,0,2,3,East,West,East,East,East,West,North,East,392,West,391
T,T,T,T,T,T,T,T,1,0,2,3,South,West,South,North,East,South,North,East,391,South,490
T,T,T,T,T,T,T,T,1,0,2,3,West,West,West,South,East,South,North,North,490,South,689
T,T,T,T,T,F,T,T,0,3,1,2,East,Stop,South,North,East,None,North,North,689,East,788
T,T,T,T,T,F,T,T,0,3,1,2,East,Stop,West,North,East,None,North,North,788,East,887
T,T,T,T,T,F,T,T,0,3,1,2,South,Stop,West,North,East,None,North,North,887,East,986
T,T,T,T,T,F,T,T,0,3,1,2,South,Stop,East,North,South,None,North,North,986,South,1085
T,T,T,T,T,F,T,T,0,3,1,2,East,Stop,East,North,East,None,North,North,1085,East,1084
T,T,T,T,T,F,T,T,0,3,1,2,West,Stop,South,South,West,None,North,North,1084,West,1083
T,T,T,T,T,F,T,T,0,3,1,2,East,Stop,North,North,East,None,North,North,1083,East,1082
T,T,T,T,T,F,T,T,0,3,1,2,East,Stop,North,North,South,None,North,North,1082,South,1081
T,T,T,T,T,F,T,T,0,3,1,2,North,Stop,West,West,South,None,North,North,1081,South,1080
T,T,T,T,T,F,T,T,0,3,1,2,East,Stop,East,East,East,None,North,North,1080,East,1079
T,T,T,T,T,F,T,T,0,3,1,2,West,Stop,West,East,West,None,North,North,1079,West,1078
T,T,T,T,T,F,T,T,0,3,1,2,West,Stop,South,South,West,None,North,North,1078,West,1177
T,T,T,T,T,F,T,T,0,3,1,2,East,Stop,South,West,East,None,North,North,1177,East,1376
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,West,None,None,North,North,1376,North,1375
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,South,North,None,None,North,North,1375,North,1374
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,South,None,None,North,North,1374,North,1373
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,North,East,None,None,North,North,1373,North,1372
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,North,North,None,None,North,North,1372,North,1371
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,North,West,None,None,North,North,1371,North,1370
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,South,West,None,None,East,North,1370,East,1369
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,South,South,None,None,East,North,1369,East,1468
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,East,East,None,None,East,East,1468,East,1567
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,East,West,None,None,East,East,1567,East,1866
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,South,None,None,None,East,1866,East,1865
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,North,None,None,None,East,1865,East,1864
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,North,None,None,None,East,1864,East,1963
T,T,F,T,T,T,T,T,0,1,2,3,North,South,Stop,Stop,East,East,East,East,-1,East,-2
T,T,F,T,T,T,T,T,0,1,2,3,North,South,East,East,East,East,East,East,-2,East,97
T,T,F,T,T,T,T,T,0,1,2,3,North,East,West,South,East,East,East,East,97,East,196
T,T,F,T,T,T,T,T,0,2,1,3,East,East,West,North,East,East,East,East,196,East,295
T,T,F,T,T,T,T,T,0,2,1,3,East,South,West,North,East,East,East,East,295,East,394
T,T,F,T,T,T,T,T,0,2,1,3,East,South,East,West,South,East,East,East,394,South,493
T,T,T,T,T,T,T,T,0,1,2,3,North,South,East,South,South,East,North,East,493,South,592
T,T,T,T,T,T,T,T,0,1,2,3,North,South,East,East,South,East,North,East,592,South,691
T,T,T,T,T,T,T,T,0,1,2,3,West,East,East,East,West,East,North,East,691,West,790
T,T,T,T,T,T,T,T,0,1,2,3,West,West,South,North,South,East,North,East,790,South,789
T,T,T,T,T,T,T,T,0,1,2,3,East,West,West,North,East,East,North,North,789,East,888
T,T,T,T,T,T,T,T,0,1,2,3,East,East,West,West,East,East,North,North,888,East,987
T,T,T,T,T,T,T,T,0,1,2,3,South,North,North,West,South,East,North,North,987,South,986
T,T,T,T,T,T,T,T,0,1,2,3,East,North,South,South,East,East,North,North,986,East,1085
T,T,T,T,T,T,T,T,0,1,3,2,East,East,North,East,South,East,North,North,1085,South,1284
T,T,T,T,F,T,T,T,3,0,1,2,Stop,West,South,East,None,East,North,North,1284,East,1283
T,T,T,T,F,T,T,T,3,0,1,2,Stop,West,South,East,None,East,North,North,1283,East,1282
T,T,T,T,F,T,T,T,3,0,1,2,Stop,West,South,West,None,South,North,North,1282,South,1281
T,T,T,T,F,T,T,T,3,0,1,2,Stop,West,South,West,None,West,North,North,1281,West,1280
T,T,T,T,F,T,T,T,3,0,1,2,Stop,South,South,North,None,South,North,North,1280,South,1279
T,T,T,T,F,T,T,T,3,0,1,2,Stop,South,West,East,None,South,North,North,1279,South,1478
T,T,T,F,F,F,T,T,2,3,0,1,Stop,Stop,West,South,None,None,North,North,1478,North,1477
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,East,South,None,None,North,North,1477,North,1476
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,East,West,None,None,North,North,1476,North,1475
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,East,South,None,None,North,North,1475,North,1474
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,East,South,None,None,East,North,1474,East,1473
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,East,None,None,East,North,1473,East,1572
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,South,West,None,None,East,North,1572,East,1671
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,South,West,None,None,East,North,1671,East,1770
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,North,South,None,None,East,North,1770,East,1769
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,North,South,None,None,East,East,1769,East,1768
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,South,South,None,None,South,East,1768,South,2067
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,West,None,None,None,East,2067,East,2166
T,T,T,F,T,T,T,T,2,0,1,3,East,North,West,West,North,North,North,North,99,North,198
F,F,T,T,T,T,T,T,2,0,1,3,East,North,North,West,North,North,North,North,198,North,297
F,T,F,T,T,T,T,T,3,0,1,2,East,West,North,West,East,East,East,East,297,East,396
T,T,F,F,T,T,T,T,3,0,1,2,East,East,East,West,East,East,East,East,396,East,495
T,T,F,F,T,T,T,T,3,0,1,2,East,West,South,West,East,East,East,East,495,East,594
T,F,T,F,T,T,T,T,3,0,1,2,East,East,North,East,North,North,North,North,594,North,693
F,F,T,T,T,T,T,T,2,0,1,3,East,East,West,East,North,North,North,North,693,North,792
F,F,T,T,T,T,T,T,2,0,1,3,North,West,North,East,North,North,North,North,792,North,891
T,T,F,T,T,T,T,T,2,1,0,3,South,West,East,West,East,East,East,East,891,East,990
T,T,F,F,T,T,T,T,2,1,0,3,South,East,East,West,East,East,East,East,990,East,1089
T,T,F,F,T,T,T,T,2,1,0,3,East,East,West,East,East,East,East,East,1089,East,1188
T,F,T,T,T,T,T,T,2,1,0,3,East,East,West,East,North,North,North,North,1188,North,1287
F,F,T,T,T,T,T,T,1,2,0,3,East,South,East,East,North,North,North,North,1287,North,1386
F,F,T,T,T,T,T,T,1,2,0,3,North,South,East,West,North,North,North,North,1386,North,1485
T,T,T,T,T,T,T,T,2,1,0,3,South,East,East,West,North,North,North,North,1485,North,1584
F,F,T,T,T,T,T,T,2,1,0,3,East,South,East,West,North,North,North,North,1584,North,1683
F,F,T,T,T,T,T,T,2,1,0,3,East,East,West,East,North,North,North,North,1683,North,1782
F,F,T,T,T,T,T,T,2,1,0,3,East,East,East,East,North,North,North,North,1782,North,1881
T,T,T,T,T,T,T,T,2,1,0,3,West,East,East,East,West,West,West,West,1881,West,1880
T,T,F,F,T,T,T,T,1,2,0,3,West,East,East,West,West,West,West,West,1880,West,1879
F,T,T,T,T,T,T,T,1,2,0,3,East,East,East,West,North,North,North,North,1879,North,1878
F,F,T,T,T,T,T,T,1,2,0,3,West,East,West,West,North,North,North,North,1878,North,1877
T,F,F,T,T,T,T,T,3,1,0,2,East,West,East,West,West,West,West,West,1877,West,2076
T,T,F,F,T,T,F,T,2,0,3,1,East,West,Stop,East,West,West,None,West,2076,West,2075
T,T,F,F,T,T,F,T,1,0,3,2,West,North,East,East,West,West,None,West,2075,West,2074
T,T,F,F,T,T,F,T,1,0,3,2,West,North,East,East,West,West,None,West,2074,West,2073
T,T,T,F,T,T,F,T,1,0,3,2,West,West,East,East,West,West,None,West,2073,West,2072
T,T,F,T,T,T,F,T,1,0,3,2,West,West,East,East,South,West,None,South,2072,West,2271
T,T,F,T,T,F,F,T,0,2,3,1,East,West,West,West,East,None,None,East,2271,East,2270
T,T,F,T,T,F,F,T,0,2,3,1,East,West,West,East,South,None,None,South,2270,South,2269
T,F,T,T,T,F,F,T,0,2,3,1,East,West,East,East,South,None,None,South,2269,South,2468
